url,type,content
https://www.imdb.com/title/tt3538328/,summary,"In their club days, Twisted Sister were the Grand Funk of Glam and the NY Dolls of Metal, channeling savage energy and wild humor into a sort of blue collar performance art, as they fought to escape the velvet noose of suburban bar-band superstardom.—Anonymous"
https://www.imdb.com/title/tt3538328/,summary,"They were the Grand Funk of Glam and the NY Dolls of Metal. Some considered Twisted Sister a joke, others called them the greatest bar band in the world. While the microcosm of Punk/New Wave was taking over NYC in the mid 70s - early 80s, Twisted Sister was battling their way to the top of a vast - and unique to it's time - suburban, cover-band bar scene that surrounded NYC in a 100 mile radius, yet existed in a parallel universe. Guitarist, Jay Jay French, says, ""the history of Twisted is really our 10 years clawing our way through the bar scene. It's who we are, and it's why we are, and why we do what we do."" The film follows them from their beginnings as a cross-dressing glam band playing 4 shows a night, 6 nights a week in New Jersey bowling alleys and Long Island beach bars, to the suburban mega-clubs of the late 70s/early 80s, to their bust-out appearance on the UK rock TV show, ""The Tube"". Through it all, Twisted stood ready to do or die for the sake of ""the show"", giving their all to the crowd, and demanding full attention in return. They refused to play the usual bar band role of ""human juke box for drunk and horny teens"" - you were going to be entertained whether you liked it or not. They regaled their audiences with comedy rants, dragging them on stage for vomit inducing drinking games, engaging them in fits of disco record smashing and, at their most extreme, whipping them into club-destroying frenzy. The performances were low on style and heavy on the humor and attitude - but behind it all, always smart and full of self awareness. Spinal Tap may have been clueless but Twisted Sister knew exactly what they were doing. It was both a great living and a dead end because once you reached the peak - headlining clubs attracting audiences of 2, 3 or 5 thousand a night - there was nowhere left to go. Because as big as Twisted got on that circuit, in the eyes of the world, ie the music establishment, they were nothing but a bar band. If you think you know them from their hit songs, the MTV videos and their massive stadium shows, this is the story of how they became that band - full of strange, and often hilarious, twists and turns. It's about Rock 'n Roll and the business of Rock 'n Roll. It's about perseverance and things blowing up in your face. It's about finding yourself, finding your audience and doing literally anything, however wild, to connect with them. And even though we know how it ends, the roller coaster ride of getting there is what it's all about. A mesmerizing, and wickedly funny story of a 10 year odyssey to overnight success.—Andrew Horn"
https://www.imdb.com/title/tt1528082/,summary,"Immaculee grew up in a country she loved but in 1994 Rwanda descended into a bloody genocide. For 91 days, she and seven Tusti women hid in the bathroom of a Hutu pastor while her family was brutally murdered along with a million Rwandans."
https://www.imdb.com/title/tt1528082/,summary,"Based upon the New York Times Bestseller, LEFT TO TELL is the incredible true story of survival, faith, and ultimately forgiveness. Twenty two year old Immaculee Ilibagiza survived the Rwandan genocide by hiding with seven other starving women in a tiny bathroom for 91 terrifying days.—Anonymous"
https://www.imdb.com/title/tt5272796/,summary,"America is experiencing an epidemic of pain. One man has the answer to the problem yet the medical establishment has ignored him. For nearly 50 years, Dr. John Sarno has been single-handedly battling the pain epidemic by focusing on the mind-body connection and the nature of stress and the manifestation of physical ailments. With a renowned practice in rehabilitative medicine at NYU he is also a bestselling author of numerous books that deal with psychosomatic disorders. Filmmaker Michael Galinsky's family has a long history with Dr. Sarno and their experience will be woven into the fabric of the film, alongside well known patients, including Howard Stern, John Stossel, Jonathan Ames, Larry David, and many others."
https://www.imdb.com/title/tt0048602/,summary,"Rise, fall and execution of John Brown, fanatic abolitionist."
https://www.imdb.com/title/tt0048602/,summary,"Fictionalized account of abolitionist John Brown and his six sons who fought to ensure Kansas would enter the Union as a slave-free state. Firmly believing that he was doing God's work, Brown was prepared to use force and violence to achieve his goals. His principal adversary is Martin White who organizes the raid on the town of Lawrence, burning it to the ground. Brown becomes judge, jury and executioner killing five of the raiders. Several of his sons disagree with him and leave. After completing his work in Kansas, Brown continues his quest to end slavery. His fervent belief that violence was the only way to achieve his goal led to his demise, convicted of treason and hanged after the raid on the federal armory in Harpers Ferry.—garykmcd"
https://www.imdb.com/title/tt2704212/,synopsis,"Translation of what's said in the trailer...Unlimited skating speed.
Unbelievable scoring skill.
Can he even do something else besides skate fast?
I had this sick hunger to prove it to myself that I can play in that league and play well.JP SIILI DOCUMENTARYTeemu is that upfront and generous one...
...charismatic and brilliant...
...kind of a dictator.
I've been somewhat of a rascal before.
Once I got a puck there, broken from three spots, that was broken, my shin and calf bones were broken at the same time.STORY ABOUT BROTHERSWe took an X-ray and there were the twins.
There are more similarities between me and Panu than there is between me and Paavo, one could see from so close how low someone can sink.STORY ABOUT A FATHERWell for me he is an idol, always been there for me when nobody else has.
I still haven't grown up to an adult and I'm still wondering what I'm going to be when I do grow up.STORY ABOUT A SPORTS LEGENDHe really isn't going to stop with that hockey before someone tells him that now you just cannot play anymore.
He forgot the entire deal.
It was completely my fault.
Development ends when you're satisfied and this has taken me to where I am now.
If we're honest here, you shouldn't be able to do this at this age so in particular that I have been able to enjoy this and have still been able to play at this level, it has been a really big thing for me.
Wife, where's the coffee? Really bad service around here..."
https://www.imdb.com/title/tt3449980/,summary,"A female poet finding her voice and making her niche among some of the most revered men of the counterculture. Taking refuge with Gregory Corso and other Beat poets in the Village as a teenager escaping the suffocation of conformity. Losing her unwanted virginity to Allen Ginsberg's lover, Peter Orlovsky. Discovering disappointment in the arms of her hero Jack Kerouac. Cherishing the inspiration of other female poets and writers like Elise Cowen, Barbara Moraff, and Bonnie Bremser. Digging the Diggers in San Francisco. Rambling with Jack Elliott on Bob Dylan's Rolling Thunder Revue. Love Janine Pommy Vega is a tribute to this remarkable woman, a friendly voice from the grave, the last testament of a wise woman who was there and now is gone.—Anonymous"
https://www.imdb.com/title/tt0261558/,summary,An investigation of the Beat Generation.
https://www.imdb.com/title/tt0261558/,summary,"Using original film clips and interviews, this film illustrates the 1950s social movement termed the Beat Generation. Disillusioned with post-World War II America, Beat Generation writers and painters came together because they felt mainstream America was becoming out of touch with humanity and the individual. In their interviews, characters such as 'Allen Ginsberg', Neal Cassady, Jack Kerouac, and Gregory Corso express their disdain for a society that defines success and happiness in terms of superior technology, cars, and clothing. Those individuals discuss the false conventionality of society and the dangerous world of shock treatments and conformity in which they found themselves. Their goal is to redefine this world to reflect the endless possibilities that characterize America.—Anonymous"
https://www.imdb.com/title/tt1912357/,summary,"For over a century, fans of college football have followed the exploits and victories of The University of Nebraska football team, The Cornhuskers. However, the origins of the N.U. football team are mystery...until now. This documentary reveals for the first time the untold story of the first decade of Nebraska football, from 1890-1900, when the first N.U. football players were known as 'Bugeaters.'—Anonymous"
https://www.imdb.com/title/tt0154855/,summary,"Impoverished old nobleman Bekina insists on marrying a wife, but his son Platon does not want to have sharer in father's inheritance. Platon finds two times widowed and childless bride for Bekina, but a fate makes fun of him."
https://www.imdb.com/title/tt4892322/,summary,'A Brilliant Genocide' is an expose of how an African dictator has been able to commit mass murder and still get a regular audience at The White House and 10 Downing Street.
https://www.imdb.com/title/tt1876357/,summary,"The story of Kubilay, a soldier, who was murdered by religious fanatics and became the symbol name of the newly founded Republic of Turkey as ""first martyr of the revolution""."
https://www.imdb.com/title/tt0078532/,summary,Commanders David Bek and Mkhitar Sparapet lead a major struggle against Turkish invaders in the Syunik region of Armenia in the 18th century.
https://www.imdb.com/title/tt2381351/,summary,"An English Justice of the Peace worked to save a community during the Irish Potato Famine, but couldn't save his own family."
https://www.imdb.com/title/tt2381351/,summary,"Joshua Minnitt, an English Justice of the Peace during the Irish potato famine of the 1850s, worked tirelessly with his family to fight the famine and save a community, but had to disinherit his only son when he married a local catholic girl.—Alan Brown"
https://www.imdb.com/title/tt2381351/,summary,"The story of the Minnitt family of Anabeg house over 400 years and their influence over the local community. English Protestant landowners, their lifes changed when the great famine struck Ireland. Joshua Minnitt fought to save a community, but couldn't save his own family.—Anonymous"
https://www.imdb.com/title/tt0259747/,summary,"The Hollywood Memorial Park cemetery was run down and bankrupt. Tyler Cassity, a young visionary from St. Louis, bought it for a song. Not only did he renovate the cemetery (the burial place of many of Hollywood's most famous actors and filmmakers), he is in the process of remaking the whole funeral industry, by focusing on the memorial aspects, producing documentaries of the lives of even ordinary people. The hip but respectful and caring approach is in vivid contrast to the traditional funeral business, represented here by Forest Lawn.—Jon Reeves <jreeves@imdb.com>"
https://www.imdb.com/title/tt0078737/,summary,"The story of the silk industry and the young girls who worked as silk spinners in the early 1900's in Japan. The silk mills were located in Okaya which lies just beyond the Nomugi Pass. The women and girls worked in a hot, humid atmosphere without rest, and endured those conditions and sexual harassment to earn money for their poor families. Across the ocean, it was the great depression in America.—Artemis-9"
https://www.imdb.com/title/tt5078220/,summary,"Back to Berlin is the first biker flick-meets-holocaust feature documentary. Eleven motor bikers have a mission to take the Maccabiah torch from Israel to the site of the infamous 1936 Berlin Olympics, for the first Jewish Olympic Games on German soil. They will retrace the heroic journeys of the original 1930s' Maccabiah riders and discover how they or their families survived the Holocaust."
https://www.imdb.com/title/tt0191323/,summary,"First film ever that was shot by two cameras. Set in 1854-1855, in Sevastopol and Yalta during the Crimean War. Admirals Kornilov (Mozzhukhin) and Nakhimov (Gromov) organize the defense during the siege of Sevastopol. Both admirals are killed during the battle, and the city of Sevastopol is taken by the alliance of British, French, Sardinian, and Turkish troops. The legendary feat of Sailor Koshka (Semenov) was staged at original location. The 100 minute-long film was premiered in 1911 at the Livadia, Yalta, palace for the Tsar Nicholas II.—Steve Shelokhonov"
https://www.imdb.com/title/tt0137093/,summary,"Marinos Kontaras, a pirate in the Aegean, falls in love and abducts beautiful Lemonia."
https://www.imdb.com/title/tt0137093/,summary,"The feared pirate of the Aegean Sea, Marinos Kontaras, has been toying with the idea of kidnapping graceful Lemonia, the love of his life. And, before long, Marinos, who has been patiently waiting for the right moment to strike, manages to abduct the beautiful woman in broad daylight. However, even though Lemonia reciprocates Marinos' feelings, her dauntless brother, Grigoris Fousekis, is hot on their tail. Is Marinos willing to renounce his former self, and embrace change in the name of love?—Nick Riganas"
https://www.imdb.com/title/tt0001911/,summary,"At the opening of the story, Nell Gwynne, a popular English actress, is seen as an orange girl selling her goods in and around the old Drury Theater. While she is bantering, Lady Olivia Vernon, the ward of Lord Jeffreys, Chief Justice of England, appeals to Nell for a hiding place. Lady Olivia is being pursued by her guardian and his soldiers and Lord Jeffreys is trying to force Lady Olivia to marry a wealthy lord. By quickness of wit, Nell secures a hiding place for Lady Olivia and later directs Lord Fairfax, Lady Olivia's lover, to the hiding place. While the soldiers are searching for the young couple, Nell distracts their attention by her powers of mimicry. Nell has been endeavoring to secure a part in one of the productions at the Drury Lane Theater, but has been unable to secure an opportunity to show her ability. In desperation she had assumed the role of the orange girl, hoping in this way to find occasion to demonstrate her histrionic ability to the manager of that theater. On the occasion of the illness of one of the principal characters in a production, Nell secures an opportunity to appear in the part. She makes an instantaneous hit, and from then on her success is assured. Lord Jeffreys tries to force Lady Olivia to marry the wealthy Lord Rochester, but Nell Gywnn repeatedly outwits the chief justice. Fairfax, Lady Olivia's lover, is finally captured by Lord Jeffreys and thrown into prison. Lord Jeffreys has trumped up charges against Fairfax, and by trickery has made King Charles believe them. Nell seizes an opportunity to disguise herself as Lord Jeffreys, and to issue orders which help release Fairfax. Nell's final appeal to the King saves her young lover, and he is set free to join his sweetheart. Lord Jeffreys, for his trickery, is dismissed by the King. Nell continues on her rollicking way, and is the idol of the country. Her final good deed is the presentation of a wonderful hospital to the nation. Although she is now the favorite of the King, Nell does not forget her old friend.—Moving Picture World synopsis"
https://www.imdb.com/title/tt3645074/,summary,"After an actor finds a treasure map detailing the location of ancient gold hidden near a town in the Misiones province named after the 19th-century politician Leandro N. Alem, he persuades the producers to change the project, as a portrait of the radical Alem and move the production there - so he can search for the treasure. A portrait of a clash between a Swedish artist and an Argentinian director.—Shreeram"
https://www.imdb.com/title/tt7473032/,summary,"Four young lives were changed forever when they become involved in the 1967 Hong Kong Leftist Riot; half a century later, another four face similar challenges amidst the Mainland-Hong Kong conflict."
https://www.imdb.com/title/tt11157146/,summary,"A group of youngsters are on their way to a picnic when they are forced to stay in a village for a few days. There, they meet a woman named Mai Patankar who tells them the inspiring story of Samartha Ramdas Swami."
https://www.imdb.com/title/tt3972500/,summary,Tells the hard-to-believe story of the mythical basketball legend from Watts California who was blackballed from the NBA in the early 70's following an ugly contract dispute with the Philadelphia 76ers.
https://www.imdb.com/title/tt3972500/,summary,"From the playgrounds of Watts, CA in South Central Los Angeles to record-breaking performances in high school and college, Raymond Lewis had been deemed a 'sure bet' for NBA stardom by any who saw him play basketball. So, when Lewis was selected by the Philadelphia 76ers in the first round of the 1973 NBA draft as a college sophomore nobody was surprised. However, after an ugly contract dispute between Lewis and the 76ers and an epic on-the-court battle with the team's other first-round pick - Olympic star Doug Collins - Raymond's dream of playing professional basketball was derailed- and allegations of league blackballing began to circulate. For the next decade, Lewis would continue to dominate on the playground and gyms back home in Los Angeles while stubbornly chasing his NBA dream, leaving many to wonder ""What ever happened to Raymond Lewis?"" Now, for the first time, the award-winning filmmaking team of RAYMOND LEWIS: L.A. LEGEND unravel this important story and powerful personal journey from hoops phenom to NBA pariah and the lasting impact it had on Lewis, his family, the South Central Los Angeles community, and the game of basketball itself. Told from the personal and powerful perspective of those who were there, including Lewis' friends and family, former teammates, and coaches, and such luminaries as Jerry Tarkanian, former L.A. Laker Michael Cooper, Nike Marketing Icon Sonny Vaccaro, NCAA College Coach Lorenzo Romar, former NBA Coach Gene Shue, former NBA General Manager Pat Williams, and Civil Rights Icon Dr. Harry Edwards (to name a few), this one-of-a-kind documentary tells the unforgettable story of a man who never gave up on his dream and, along the way, became an all-time basketball legend never to be forgotten."
https://www.imdb.com/title/tt15845492/,summary,"The film shows the fate of Adam Chmielowski, an artist-painter who sacrificed himself in search of freedom and happiness. His rebellious nature and disagreement with evil make him run away from tsarist captivity, hidden in a coffin. When he becomes famous, he will not hesitate to abandon art to die for the great world and devote himself to the service of the people. His tragic fate is completed by the collapse, expulsion of the Jesuits from the Order and confinement in an institution for the mentally ill. Soon, however, he will rise like a phoenix from the ashes, and then - out of love for another human - he returns as Brother Albert - the future saint. The film story of his life is completed with the fate of his famous friends - Helena Modrzejewska and Józef Chelmonski. Rebellious nature and disagreement with evil that he escapes by a trick of tsarist captivity hidden in a coffin. When he becomes famous, he does not hesitate to abandon art to die for the top of the world and in the service of the people. His tragic fate is completed by the payment, expulsion of the Jesuits from the order and confinement in an institution for the mentally ill. Soon he will rise like a phoenix from the ashes, and then - out of love for another human - he returns as Brother Albert - the future saint. The film story of his life is complemented by stratislav friends - Helena Modrzejewska and Józef Chelmonski.—G"
https://www.imdb.com/title/tt3380016/,summary,"For decades, performance artist and writer Kate Bornstein has been exploding binaries and deconstructing gender. And, her own identity. Trans-dyke. Reluctant polyamorist. Sadomasochist. Recovering Scientologist. Pioneering Gender Outlaw. Kate Bornstein Is a Queer and Pleasant Danger, joins her on her latest tour capturing rollicking public performances and painful personal revelations as it bears witness to Kate as a trailblazing artist theorist activist who inhabits a space between male and female with wit, style, and astonishing candor. By turns meditative and playful, the film invites us on a thought provoking journey through Kate's world to seek answers to some of life's biggest questions.—Anonymous"
https://www.imdb.com/title/tt1883330/,summary,"SHUDRA-the untouchables is the story of 250 million people subjugated in war and condemned to slavery and bestial existence for ages. these peace loving & imprudent people of ancient times were usurped by more aggressive and acquisitive group of men and societies. They were named differently across the globe like -Blacks,Red Indians,Dasya, Chandal,Black caste,out caste, Scheduled caste & SHUDRA-the untouchables.......... An out caste man SHUDRA dies for want of a gulp of water, a child is publicly violated for uttering holy mantras,a pregnant women is a forced in to physical submission, a wounded man dies in need of medicine, all for one crime only ........born in the caste of shudra- the untouchables—Anonymous"
https://www.imdb.com/title/tt5589158/,summary,"A documentary following the journey of xinyao (literally ""songs of Singapore"" in Mandarin) since it's birth."
https://www.imdb.com/title/tt5589158/,summary,There was a time - in the forgotten history of Singapore - where music was a revolution. Where disenchanted and displaced Chinese youths found their rallying cry through songwriting in the face of changes in language and education policies that forever impacted their lives.
https://www.imdb.com/title/tt2073068/,summary,"In the artificial landscape that is Los Angeles, where even palm trees are imported, nothing epitomizes man's short-sighted efforts to reshape the face of the earth more than the LA River: modified beyond recognition, its flow tapped before it even reached the surface, the river was used, abused and essentially forgotten. But when an unassuming boater insists on seeing it as a river again, a local controversy takes on national dimensions, and the once-derided eyesore turns into a source of hope for the City of Dreams. 'Rock the Boat' is a fun, high-energy and, ultimately, moving film that tells this every-man's adventure and looks at the price nature has to pay for our urban lifestyle.—Anonymous"
https://www.imdb.com/title/tt6135232/,summary,"At the height of the Roaring Twenties, music scouts and their new technology scoured the rural corners of America in search of the music of everyday folk. This is the never-before-told story of the first time America heard itself."
https://www.imdb.com/title/tt6135232/,summary,"At the height of the Roaring Twenties, music scouts armed with cutting-edge recording technology set out across America to capture the unknown voices of everyday folk. The recordings they made captured the country's diversity - artistically, ethnically, geographically, and economically. As told by music pioneers, their families and eyewitnesses to the era, we travel back in time to the 'Big Bang' of modern popular music, to the first time America heard itself. Everyday Americans heard their own music for the very first time, pure and unadulterated-this was a democratic revolution that would reverberate around the world."
https://www.imdb.com/title/tt6135232/,summary,"In search of the next big sellers, at the height of the Roaring Twenties music scouts from America's big record companies traversed the woods, hills, mountains and bayous of America - from the foothills in New York to the swamps of Louisiana. Putting out an open call for musicians, they set up shop in the biggest cities and allowed all comers to record, live, with their brand-new, cutting-edge lathe machine, writing the songs directly to wax discs. The recordings that they made captured the country's diversity - ethnically, artistically, geographically, economically - and for the first time, America heard itself, singing to escape the hard lives of cotton fields and coal mines. These music pioneers started a ""big bang"", and in the years to come, artists like the Carter Family, Will Shade, and the Memphis Jug Band would lead the country into a world-changing musical revolution. Morphing into new forms like church gospel choirs, raucous street-side bands, and blues that used any nearby items as instruments, the music quickly spread around the country and beyond its borders. Its popularity only fueled the search for more, and new genres were born almost overnight - genres that directly inspired many legendary modern musicians. Now, decades later, forgotten names on battered wax discs come back to life, as the filmmakers from American Epic cross 35 states over several years - tracking down some of the original musicians, family members, friends and eyewitnesses who were there to watch it all happen. With restored, never-before-used footage, photographs and audio, as well as new personal interviews (some of which are the last the person ever gave), The Big Bang is a celebration of America's rich musical heritage, and is the first part of a trilogy that Robert Redford calls ""America's greatest untold story"".—Lo-Max Films"
https://www.imdb.com/title/tt0016240/,summary,"This adaptation of Arnold's 1861 Orientalist epic opens with documentary shots of tourists in Bombay watching street performers. Then a white-bearded old man sitting under the bodhi tree tells the tourists the story of Gautama (Rai), son of King Suddodhana (Ukil) and Queen Maya (Bala), who left his consort Gopa (Seeta) and became a wandering teacher credited with founding Buddhism. The religious epic, with its idealized figures, takes up the narrative in flashback and ends with Gopa kneeling before Gautama asking to become his disciple.—Sujit R. Varma"
https://www.imdb.com/title/tt3397096/,summary,"A story that spans 100 years in Germany, it is a domestic epic about three generations of lakeside landlords, dealing with war and destruction, old power and new wealth, and the so-called ""Years of Plenty."""
https://www.imdb.com/title/tt3397096/,summary,"In Bavaria in he summer of 1984, it's the day of a mother's funeral; the reception is over and the guests have left. An embittered father and his estranged son are staying behind. The two have never been particularly close. Still, the father decides that it's time to tell his son the whole story--all of the memories, all of the experiences, his entire life. The son responds with his own version of the events and together they bring their individual and shared moments back to life; the history of a family throughout one century, spanning three generations. Inspired by his own family, Josef Bierbichler's adaptation of his novel portrays around 100 years of cross-generational German history and tells a very personal story within a universal context.—Beta Film GmbH"
https://www.imdb.com/title/tt1126391/,summary,During the Civil War in Russia a group of White Guard officers is trying to rescue the family of the tsar Nicholas II captured by Bolsheviks. The officers face betrayal and fight a Red Army detachment sent to eliminate them. It is the Red Army commander against the head of the White Guard group. The only thing that matters is who will be the first to reach the tsar placed under arrest in Yekaterinburg...—Ida
https://www.imdb.com/title/tt1667093/,summary,"In a daring tale of identity crisis, witness the rise and fall of a modern day Master, Ian Milano, who works and lives as 17th Century Italian Painter Caravaggio in order to forge his artistic genius and unlock his sociopathic nature."
https://www.imdb.com/title/tt1667093/,summary,"Based on Caravaggio's true life. Gods and Saints were his subjects, beggars and prostitutes were his models. He was an orphan, he was a drunk, he was a murderer - He was Caravaggio. Now, on the 400th anniversary of his death (1610-2010) comes a daring tale of identity crisis. Set in the most exciting city in the world, Las Vegas, by a promising debut American director - I.M. Caravaggio—Publicist, Vegaswood Studios"
https://www.imdb.com/title/tt12519592/,summary,"A mysterious lost WWII submarine, German U-boat U-455 is discovered off the coast of Italy at 120 meters deep. For Lorenzo del Veneziano, an underwater marine archaeologist, it's an amazing sight. The U-boat is intact. It stands almost vertically at the bottom of the sea, its hull stuck in the sediment. What is the story of this ship? The history of U-455 and cause of the sinking are revealed.—Anonymous"
https://www.imdb.com/title/tt1262405/,summary,"The story of Myo Myint, a political prisoner, who made the transformation from being a soldier in Burma's junta to a pro-democracy activist."
https://www.imdb.com/title/tt1262405/,summary,"'Burma Soldier' provides a rare glimpse of a brutal dictatorship seen through the eyes of a courageous former soldier who, quite literally, swapped sides. The documentary offers an exclusive and rare perspective, from inside the heart and mind of a former Burmese soldier who lays bare an understanding of a brutal regime, and the political and psychological power of the junta over this country.—Anonymous"
https://www.imdb.com/title/tt9887154/,summary,"When a Scottish servant girl falls in love with her master, it not only turns her world upside down, but potentially all of Stratton Castle."
https://www.imdb.com/title/tt9887154/,summary,"Striving to live up to the promise Master Walter Sinclair made at his dying father's bedside, he struggles to balance his newly inherited responsibilities of overseeing Stratton Estate and his secret passion for Jessie, a young beautiful Scottish servant girl. As Walter and Jessie's love affair intensifies it becomes difficult to keep their intimacy discreet, especially since Jessie is under constant scrutiny of her judgmental peers. Family secrets begin to unravel that force Jessie to make sacrificial decisions that ultimately threaten to destroy not only their love, but could ruin all of Stratton Castle."
https://www.imdb.com/title/tt9695398/,summary,"Six Locked Doors explores the events leading up to the deadliest nightclub fire in American history on November 28, 1942 at the Cocoanut Grove nightclub in Boston, Massachusetts, and the ensuing consequences of a tragedy that left 492 people dead."
https://www.imdb.com/title/tt9695398/,summary,"Six Locked Doors: The Legacy of Cocoanut Grove examines the story behind the deadliest nightclub fire in American history. On November 28, 1942, the Cocoanut Grove nightclub was the swankiest place in Boston, Massachusetts, attracting socialites, athletes, celebrities and World War II army and navy personnel. With double the allowed occupants, locked doors, flammable materials and a host of other deadly conditions, the fire left 492 people dead. Six Locked Doors explores how corruption, greed and a former Jewish, gangster-run speakeasy led to an unimaginable tragedy. The film features interviews with survivors who have never before spoken on camera and showcases an extensive archive collection of photos, and unreleased vintage footage. A tragedy of enormous historical significance, the Cocoanut Grove fire set the standards for modern day fire codes, led to major changes in medicine, and resulted in the first conviction of involuntary manslaughter.—Marga Varea"
https://www.imdb.com/title/tt5821664/,summary,"Wiji Thukul, a well-known poet, is designed as a suspect activist. With the police looking for him, Wiji is forced to leave Solo for Borneo, thousands of kilometers away."
https://www.imdb.com/title/tt3715670/,summary,"In 1968, two best friends joined an elite team and flew into a war zone wearing powder blue dresses. They were Red Cross Donut Dollies. These idealistic young women embraced their mission - to cheer up the GIs in Vietnam - with energy, creativity, compassion and resolve but had no idea what they were getting into. 47 years later, they reunite in Vietnam to retrace their steps; ask why they went; ask whether they made a difference; unlock buried memories and share their stories for the first time."
https://www.imdb.com/title/tt3715670/,synopsis,"During the Vietnam War, a small group of American women volunteered for a Red Cross program that sent them into a war zone with almost no training or preparation. Armed with nothing but snacks, Kool-Aid and home-made entertainment programs, their mission was to be the girl next door, the sister and the shoulder to cry on for hundreds of thousands of American troops. They were ""The Donut Dollies"" - idealistic young women with no idea what they were getting into, whose lives would never be the same. Amazingly, over 50 years since the first Donut Dollies arrived in Vietnam, many people have still never heard of them. We want to change that.While shedding light on the story and shared experiences of the 627 Donut Dollies who served in Vietnam, this film will focus on two best friends - Dorset and Mary - who volunteered for the program together in 1968, at the peak of the war. As public opinion of the war plunged from bad to worse in the aftermath of the Tet Offensive and the My Lai Massacre, why on Earth would Mary and Dorset decide to risk their lives and futures to go to Vietnam? And once there, how could they possibly do their job? How could they cheer up troops who didn't know why they were there, and didn't understand why the people back in the States called them baby killers and spat on them when they got home?Seven days a week for a full year, the Donut Dollies acted as therapists, confidants, comedians and one-woman versions of the USO. Just like the GIs, they formed close friendships and life-long bonds. Just like the men, they saw friends die. Although they weren't on the front lines, they were shot at and they were caught in mortar attacks. Their lives were at risk every day, and, over the course of the war, three Donut Dollies died in Vietnam.As a result of their traumatic experiences and negative reception when they returned to the States, just like countless veterans, many Donut Dollies boxed up their memories when they got home - literally and figuratively - hid them away and never spoke about their experiences in Vietnam. In an intimate vérité style, we will follow Mary and Dorset as they ""unbox"" their memories and return to Vietnam for the first time in almost 50 years.Roommates in college, Mary and Dorset decided to become Donut Dollies together. But once they arrived in Vietnam, they got split up and never saw each other during their tours of duty. As they reunite to track down the places and faces that meant so much to them, we'll explore what compelled these young, college-educated women to jeopardize everything, postpone all their hopes and dreams and spend a year in a war zone. We'll also examine the impact this experience had on their lives after Vietnam - including silent battles with PTSD and the aftereffects of exposure to Agent Orange.For the Donut Dollies, being surrounded by thousands of young men who hadn't seen an American woman for months also brought with it a host of temptations and risks. They were supposed to be the ""girl next door"" - a wholesome, sisterly figure. How often was this actually the case? Though the Red Cross warned them not to get involved with soldiers romantically, many did. A few met their future husbands. Others thought they had, but were sorely disappointed. We'll explore these issues in the film as well, and they'll be brought to life through a powerful love story between Dorset and ""Pooch"" - a helicopter pilot she met in Vietnam.Pooch and Dorset fell madly in love while stationed together in Cu Chi. But then, Dorset was reassigned to another base. She was livid - upset enough to consider quitting the program. Did the Red Cross get wind of her relationship and reassign her as a result? She and Pooch were able to meet up a few times in Saigon and their relationship continued. However, though the opportunities arose, they decided to wait until they returned to the states to consummate their love. Almost a year later, after a romantic stateside reunion, all signs pointed towards marriage and a happily ever after.But then, Pooch broke off all ties with a single, cryptic card which only said, ""Silence is golden."" This devastated Dorset and has haunted and mystified her ever since. She tried to ask Pooch what this meant. He never responded, and essentially disappeared. Through the film, we will try to figure out what happened to Pooch, and what he meant by silence is golden.Unfortunately, the window to tell the story of the Donut Dollies is closing fast. Over the years, physical mementos have deteriorated and memories are fading, as most of the Donut Dollies are 65-70 years old. Almost all of Dorset's memorabilia has been lost or destroyed. Mary is battling a rare form of cancer that may be traceable to Agent Orange exposure. Every year, more Donut Dollies are passing away and those still here are getting older, frailer and more forgetful. This is the last chance for the Donut Dollies to tell their story in their own words.Presenting a new perspective on a tragic war that many Americans would still like to forget we fought, this is a story about brave women in a unique role few knew existed, exposed to horrors of war thought to be reserved for men, expected to smile through it all. This is the story of the Donut Dollies."
https://www.imdb.com/title/tt9436946/,summary,"The film revolves around a failed coup led by monks in leading temples to kill Keerthi Sri Rajasinghe, the reigning king during the Kandyan period. Alternating between the past and present, the story reflects on the social and political instability that prevailed during this period. The movie blends Buddhism, politics and egoistic human instincts, hence the name 'Bhawatharana' which translates to 'Crossing of Samsära'.—Mateen Salim Ukaiye"
https://www.imdb.com/title/tt9436946/,summary,"A group of monks intricately plan a coup to overthrow the last Kandyan King, Keerthi Sri Rajasinghe. The coup fails when the King finds out about it. He sends his men to capture those responsible. The film alternates between the past and the present. A man in the present sees vivid dreams which surround the failed coup attempt. He goes in search of a monk deep in the jungle to help him unearth about himself and his role in the past."
https://www.imdb.com/title/tt6877088/,summary,The amazing story of a group of Jewish songwriters who wrote the soundtrack to Christmas.
https://www.imdb.com/title/tt6877088/,summary,"""White Christmas,"" ""Rudolph the Red-Nose Reindeer,"" and ""Do you Hear What I Hear?"" These popular holiday songs and many others have created the essential music to modern Christmas. Many of them were also created by predominately Jewish composers like Irving Berlin, cultural outsiders in a Western culture who sought to make a living by writing to appeal to the majority audience that too often rejected them. This film explores the lives of these creative masters, their creations, and the culture they shared, with dramatized musical performances at a Chinese restaurant with a Jewish clientele on Christmas Day. Thus illustrated, a story is told of how these musical outsiders created in song a secular conception of a Christian holiday that could welcome all peoples by celebrating values and hope far beyond religious differences.—Kenneth Chisholm (kchishol@rogers.com)"
https://www.imdb.com/title/tt7648274/,summary,The legends of Ceylon's first king and his yaksha clan queen.
